Data,Id,Nome,Categoria,Sub-categoria,Valor,Sistema ,Fisico ,Situação,Motivo,Resolvido ? ,Como ?
2025-07-24,25426,Conector de Carga iPhone 12 Pro - Branco,Manutenção Conector,M. iPhone 12 Pro,"700,00",2,2.0,OK,,,
2025-07-24,24598,Câmera Frontal para iphone 12 Pro,Manutenção Câmera,M. iPhone 12 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,24601,Câmera Traseira para iphone 12 Pro,Manutenção Câmera,M. iPhone 12 Pro,"1.200,00",1,1.0,OK,,,
2025-07-24,25232,Lente de Vidro da Câmera para iPhone 12 Pro - G,Manutenção Câmera,M. iPhone 12 Pro,"250,00",2,2.0,OK,,,
2025-07-24,25265,Lente de Vidro da Câmera para iPhone 12 Pro - P,Manutenção Câmera,M. iPhone 12 Pro,"250,00",2,2.0,OK,,,
2025-07-24,26092,Lente de Vidro da Câmera para iPhone 12 Pro - M,Manutenção Câmera,M. iPhone 12 Pro,"250,00",3,3.0,OK,,,
2025-07-24,25447,Conector de Carga iPhone 12 Mini - Branco,Manutenção Conector,M. iPhone 12 Mini,"800,00",2,2.0,OK,,,
2025-07-24,25266,Lente de Vidro da Câmera para iPhone 12 Mini - G,Manutenção Câmera,M. iPhone 12 Mini,"250,00",2,2.0,OK,,,
2025-07-24,25267,Lente de Vidro da Câmera para iPhone 12 Mini - P,Manutenção Câmera,M. iPhone 12 Mini,"250,00",2,2.0,OK,,,
2025-07-24,25445,Motor do Vibra - iPhone 12,Manutenção Vibra / Volume / Power,M. iPhone 12,"800,00",1,1.0,OK,,,
2025-07-24,25815,Flex volume / power / vibra / indução - iPhone 12,Manutenção Vibra / Volume / Power,M. iPhone 12,"800,00",1,1.0,OK,,,
2025-07-24,25448,Speaker - iPhone 12,Manutenção Speaker,M. iPhone 12,"600,00",1,1.0,OK,,,
2025-07-24,25440,Flex Sensor / Alto falante - iPhone 12,Manutenção Flex do Sensor,M. iPhone 12,"800,00",2,2.0,OK,,,
2025-07-24,25808,Flex de conector de carga para iPhone 12  - Preto,Manutenção Conector,M. iPhone 12,"800,00",2,2.0,OK,,,
2025-07-24,25810,Flex de conector de carga para iPhone 12  - Branco,Manutenção Conector,M. iPhone 12,"800,00",2,2.0,OK,,,
2025-07-24,25811,Flex de conector de carga para iPhone 12  - Azul,Manutenção Conector,M. iPhone 12,"800,00",1,1.0,OK,,,
2025-07-24,24596,Câmera Frontal para iPhone 12,Manutenção Câmera,M. iPhone 12,"1.000,00",2,2.0,OK,,,
2025-07-24,24603,Câmera Traseira para iPhone 12,Manutenção Câmera,M. iPhone 12,"900,00",1,1.0,OK,,,
2025-07-24,25178,Lente de Vidro da Câmera para iPhone 12 - G,Manutenção Câmera,M. iPhone 12,"250,00",2,2.0,OK,,,
2025-07-24,25228,Lente de Vidro da Câmera para iPhone 12 - P,Manutenção Câmera,M. iPhone 12,"250,00",2,2.0,OK,,,
2025-07-24,25813,Flex do flash / microfone da câmera traseira - iPhone 12,Manutenção Câmera,M. iPhone 12,"800,00",1,1.0,OK,,,
2025-07-24,24470,Flex Volume/carregador sem fio - iPhone 11 Pro Max,Manutenção Vibra / Volume / Power,M. iPhone 11 Pro Max,"600,00",1,1.0,OK,,,
2025-07-24,25418,Flex Power - iPhone 11 Pro Max,Manutenção Vibra / Volume / Power,M. iPhone 11 Pro Max,"600,00",1,1.0,OK,,,
2025-07-24,25420,Speaker - iPhone 11 Pro Max,Manutenção Speaker,M. iPhone 11 Pro Max,"500,00",1,1.0,OK,,,
2025-07-24,25371,Flex Sensor / Alto falante - iPhone 11 Pro Max,Manutenção Flex do Sensor,M. iPhone 11 Pro Max,"800,00",3,3.0,OK,,,
2025-07-24,23894,Flex de Conector de Carga para iPhone 11 Pro Max Branco,Manutenção Conector,M. iPhone 11 Pro Max,"600,00",2,2.0,OK,,,
2025-07-24,23896,Flex de Conector de Carga para iPhone 11 Pro Max Preto,Manutenção Conector,M. iPhone 11 Pro Max,"600,00",2,2.0,OK,,,
2025-07-24,25417,Conector de Carga iPhone 11 Pro Max - Verde,Manutenção Conector,M. iPhone 11 Pro Max,"600,00",1,1.0,OK,,,
2025-07-24,24812,Lente de Vidro da Câmera iPhone 11 Pro Max - P,Manutenção Câmera,M. iPhone 11 Pro Max,"250,00",2,2.0,OK,,,
2025-07-24,24814,Lente de Vidro da Câmera iPhone 11 Pro Max - G,Manutenção Câmera,M. iPhone 11 Pro Max,"250,00",2,2.0,OK,,,
2025-07-24,25450,Câmera Frontal - iPhone 11 Pro Max,Manutenção Câmera,M. iPhone 11 Pro Max,"500,00",2,2.0,OK,,,
2025-07-24,25451,Câmera Traseira - iPhone 11 Pro Max,Manutenção Câmera,M. iPhone 11 Pro Max,"800,00",1,1.0,OK,,,
2025-07-24,26057,Speaker - iPhone 11 Pro,Manutenção Speaker,M. iPhone 11 Pro,"500,00",2,2.0,OK,,,
2025-07-24,25238,Flex sensor/ alto falante - iPhone 11 Pro,Manutenção Flex do Sensor,M. iPhone 11 Pro,"800,00",2,2.0,OK,,,
2025-07-24,25441,Conector de Carga iPhone 11 Pro - Preto,Manutenção Conector,M. iPhone 11 Pro,"600,00",3,3.0,OK,,,
2025-07-24,25443,Conector de Carga iPhone 11 Pro - Dourado,Manutenção Conector,M. iPhone 11 Pro,"600,00",1,1.0,OK,,,
2025-07-24,23903,Câmera Traseira para iPhone 11 Pro,Manutenção Câmera,M. iPhone 11 Pro,"900,00",1,1.0,OK,,,
2025-07-24,23908,Câmera Frontal para iPhone 11 Pro,Manutenção Câmera,M. iPhone 11 Pro,"900,00",1,1.0,OK,,,
2025-07-24,24809,Lente de Vidro da Câmera iPhone 11 Pro - P,Manutenção Câmera,M. iPhone 11 Pro,"250,00",1,1.0,OK,,,
2025-07-24,24811,Lente de Vidro da Câmera iPhone 11 Pro - G,Manutenção Câmera,M. iPhone 11 Pro,"250,00",3,3.0,OK,,,
2025-07-24,25330,Flex Power - iPhone 11,Manutenção Vibra / Volume / Power,M. iPhone 11,"500,00",1,1.0,OK,,,
2025-07-24,25331,Flex Volume - iPhone 11,Manutenção Vibra / Volume / Power,M. iPhone 11,"600,00",1,1.0,OK,,,
2025-07-24,25415,Flex Volume - iPhone 11,Manutenção Vibra / Volume / Power,M. iPhone 11,"500,00",2,2.0,OK,,,
2025-07-24,25229,Flex sensor/ alto falante - iPhone 11,Manutenção Flex do Sensor,M. iPhone 11,"600,00",3,4.0,DIVERGENTE,1 codigo avulso /gerar novo codigo,Sim,
2025-07-24,23917,Flex de Conector de Carga para iPhone 11 - Branco,Manutenção Conector,M. iPhone 11,"500,00",2,2.0,OK,,,
2025-07-24,23919,Flex de Conector de Carga para iPhone 11 - Preto,Manutenção Conector,M. iPhone 11,"500,00",1,1.0,OK,,,
2025-07-24,24126,Flex de Conector de Carga para iPhone 11 - Amarelo,Manutenção Conector,M. iPhone 11,"500,00",2,2.0,OK,,,
2025-07-24,24127,Flex de Conector de Carga para iPhone 11 - Vermelho,Manutenção Conector,M. iPhone 11,"500,00",2,2.0,OK,,,
2025-07-24,23921,Câmera Frontal para iPhone 11,Manutenção Câmera,M. iPhone 11,"600,00",2,2.0,OK,,,
2025-07-24,24806,Lente de Vidro da Câmera iPhone 11 - P,Manutenção Câmera,M. iPhone 11,"250,00",1,1.0,OK,,,
2025-07-24,24808,Lente de Vidro da Câmera iPhone 11 - G,Manutenção Câmera,M. iPhone 11,"250,00",2,2.0,OK,,,
2025-07-24,25449,Câmera Traseira - iPhone 11,Manutenção Câmera,M. iPhone 11,"600,00",1,1.0,OK,,,
2025-07-24,24682,Alto-falante (saída auricular) para iPhone 11,Manutenção Alto Falante,M. iPhone 11,"400,00",1,1.0,OK,,,
2025-07-24,25442,Conector de Carga iPhone 11 Pro - Branco,Manutenção Conector,M. Intervenção,"600,00",2,2.0,OK,,,
2025-07-24,22101,Flex home - iPad Pro 9.7 Preto,Manutenção Flex do Home,iPad New 9.7,"400,00",1,1.0,OK,,,
2025-07-24,2842,Cabo Flex Power   Volume do iPad Mini 1,Manutenção Vibra / Volume / Power,iPad Mini,"250,00",1,1.0,OK,,,
2025-07-24,22417,Flex Power/Volume do iPad Mini 2 / Mini 3,Manutenção Vibra / Volume / Power,iPad Mini,"250,00",2,2.0,OK,,,
2025-07-24,22987,Flex power / microfone - iPad Mini 4,Manutenção Vibra / Volume / Power,iPad Mini,"400,00",2,2.0,OK,,,
2025-07-24,4434,Speaker - iPad Mini,Manutenção Speaker,iPad Mini,"250,00",1,1.0,OK,,,
2025-07-24,3065,Flex do Home iPad Mini,Manutenção Flex do Home,iPad Mini,"250,00",2,2.0,OK,,,
2025-07-24,21710,Flex do Home iPad Mini 3 - Branco,Manutenção Flex do Home,iPad Mini,"350,00",1,1.0,OK,,,
2025-07-24,3099,Conector de Carga iPad Mini - Preto,Manutenção Conector,iPad Mini,"250,00",4,4.0,OK,,,
2025-07-24,24594,Flex de Conector de Carga para iPad Mini 4 - Branco,Manutenção Conector,iPad Mini,"500,00",2,2.0,OK,,,
2025-07-24,24595,Flex de Conector de Carga para iPad Mini 4 - Preto,Manutenção Conector,iPad Mini,"500,00",1,1.0,OK,,,
2025-07-24,24178,Flex volume / microfone - iPad 6 / Air 2,Manutenção Vibra / Volume / Power,iPad Air 2,"350,00",1,1.0,OK,,,
2025-07-24,24179,Flex power - iPad 6 / Air 2,Manutenção Vibra / Volume / Power,iPad Air 2,"350,00",2,2.0,OK,,,
2025-07-24,24177,Flex do conector P2 (3.5mm) para iPad Air 2 - Preto,Manutenção Flex do Fone,iPad Air 2,"350,00",1,1.0,OK,,,
2025-07-24,24722,Flex da função power para iPad Air,Manutenção Vibra / Volume / Power,iPad Air,"0,00",3,3.0,OK,,,
2025-07-24,24174,Speaker para iPad Air/5,Manutenção Speaker,iPad Air,"200,00",2,2.0,OK,,,
2025-07-24,3904,Flex do Microfone iPad Air,Manutenção Microfone,iPad Air,"300,00",3,3.0,OK,,,
2025-07-24,4141,Flex Home - iPad Air,Manutenção Flex do Home,iPad Air,"0,00",3,3.0,OK,,,
2025-07-24,25007,Flex conector P2 (3.5mm) para iPad Air - Branco,Manutenção Flex do Fone,iPad Air,"350,00",1,1.0,OK,,,
2025-07-24,24172,Conector de Carga para iPad Air 1 /iPad 5º - Branco,Manutenção Conector,iPad Air,"300,00",1,1.0,OK,modelo errado ,,
2025-07-24,24173,Conector de Carga para iPad Air 1 /iPad 5º - Preto,Manutenção Conector,iPad Air,"300,00",1,1.0,OK,,,
2025-07-24,20875,Flex câmera traseira - iPad Air/Mini/Mini 2/Mini 3,Manutenção Câmera,iPad Air,"300,00",2,2.0,OK,,,
2025-07-24,20877,Flex câmera frontal - iPad Air,Manutenção Câmera,iPad Air,"300,00",2,2.0,OK,,,
2025-07-24,25796,Flex conector de carga - iPad 8 / iPad 9 Preto,Manutenção Conector,iPad 8° Ger. 10.2,"600,00",3,3.0,OK,,,
2025-07-24,24167,Flex conector de carga para iPad 7 Preto,Manutenção Conector,iPad 7° Ger. 10.2p,"600,00",2,2.0,OK,,,
2025-07-24,24164,Flex conector de carga - iPad 6 Preto,Manutenção Conector,Ipad 6,"400,00",1,1.0,OK,,,
2025-07-24,23286,Bateria de iPhone XS Max,Manutenção Bateria,M. iPhone XS Max,"790,00",2,2.0,OK,,,
2025-07-24,26945,Bateria de iPhone XS Max - Sem Flex,Manutenção Bateria,M. iPhone XS Max,"790,00",2,2.0,OK,,,
2025-07-24,23284,Bateria de iPhone XS,Manutenção Bateria,M. iPhone XS,"600,00",1,1.0,OK,,,
2025-07-24,26944,Bateria de iPhone XS - Sem Flex,Manutenção Bateria,M. iPhone XS,"600,00",2,2.0,OK,,,
2025-07-24,23285,Bateria de iPhone XR,Manutenção Bateria,M. iPhone XR,"600,00",4,4.0,OK,,,
2025-07-24,22756,Bateria de iPhone X,Manutenção Bateria,M. iPhone X,"600,00",2,2.0,OK,,,
2025-07-24,25160,Bateria de iPhone SE 2,Manutenção Bateria,M. iPhone SE 2,"400,00",3,3.0,OK,,,
2025-07-24,21286,Bateria de iPhone 5SE,Manutenção Bateria,M. iPhone SE,"150,00",2,2.0,OK,,,
2025-07-24,21698,Bateria de iPhone 8 Plus,Manutenção Bateria,M. iPhone 8 Plus,"400,00",2,2.0,OK,,,
2025-07-24,21696,Bateria de iPhone 8,Manutenção Bateria,M. iPhone 8,"400,00",4,4.0,OK,,,
2025-07-24,21296,Bateria de iPhone 7 Plus,Manutenção Bateria,M. iPhone 7 Plus,"350,00",3,3.0,OK,,,
2025-07-24,21295,Bateria de iPhone 7,Manutenção Bateria,M. iPhone 7,"350,00",2,2.0,OK,,,
2025-07-24,8157,Bateria de iPhone 6S Plus,Manutenção Bateria,M. iPhone 6S Plus,"300,00",3,3.0,OK,,,
2025-07-24,4380,Bateria de iPhone 6S,Manutenção Bateria,M. iPhone 6S,"200,00",2,2.0,OK,,,
2025-07-24,4728,Bateria de iPhone 6 Plus,Manutenção Bateria,M. iPhone 6 Plus,"180,00",3,3.0,OK,,,
2025-07-24,4497,Bateria de iPhone 6,Manutenção Bateria,M. iPhone 6,"180,00",3,3.0,OK,,,
2025-07-24,3747,Bateria de iPhone 5S,Manutenção Bateria,M. iPhone 5S,"150,00",2,2.0,OK,,,
2025-07-24,2725,Bateria de iPhone 5,Manutenção Bateria,M. iPhone 5,"150,00",2,2.0,OK,,,
2025-07-24,341,Bateria de iPhone 4,Manutenção Bateria,M. iPhone 4,"100,00",1,1.0,OK,,,
2025-07-24,27498,Bateria de iPhone 15 Pro Max,Manutenção Bateria,M. iPhone 15 Pro Max,"1.500,00",2,2.0,OK,,,
2025-07-24,27497,Bateria de iPhone 15 Pro,Manutenção Bateria,M. iPhone 15 Pro,"1.400,00",2,2.0,OK,,,
2025-07-24,27496,Bateria de iPhone 15 Plus,Manutenção Bateria,M. iPhone 15 Plus,"1.300,00",1,1.0,OK,,,
2025-07-24,27495,Bateria de iPhone 15,Manutenção Bateria,M. iPhone 15,"1.000,00",2,2.0,OK,,,
2025-07-24,26721,Bateria de iPhone 14 Pro Max,Manutenção Bateria,M. iPhone 14 Pro Max,"1.400,00",3,3.0,OK,,,
2025-07-24,26957,Bateria de iPhone 14 Pro Max - Sem Flex,Manutenção Bateria,M. iPhone 14 Pro Max,"1.400,00",3,3.0,OK,,,
2025-07-24,26722,Bateria de iPhone 14 Pro,Manutenção Bateria,M. iPhone 14 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,26958,Bateria de iPhone 14 Pro - Sem Flex,Manutenção Bateria,M. iPhone 14 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,27017,Bateria de iPhone 14 Plus - Sem Flex,Manutenção Bateria,M. iPhone 14 Plus,"1.000,00",2,2.0,OK,,,
2025-07-24,27229,Bateria de iPhone 14 Plus,Manutenção Bateria,M. iPhone 14 Plus,"1.000,00",2,2.0,OK,,,
2025-07-24,26723,Bateria de iPhone 14,Manutenção Bateria,M. iPhone 14,"800,00",2,2.0,OK,,,
2025-07-24,26959,Bateria de iPhone 14 - Sem Flex,Manutenção Bateria,M. iPhone 14,"800,00",2,2.0,OK,,,
2025-07-24,26270,Bateria de iPhone 13 Pro Max,Manutenção Bateria,M. iPhone 13 Pro Max,"790,00",3,3.0,OK,,,
2025-07-24,26955,Bateria de iPhone 13 Pro Max - Sem Flex,Manutenção Bateria,M. iPhone 13 Pro Max,"790,00",3,3.0,OK,,,
2025-07-24,26269,Bateria de iPhone 13 Pro,Manutenção Bateria,M. iPhone 13 Pro,"790,00",2,2.0,OK,,,
2025-07-24,26954,Bateria de iPhone 13 Pro - Sem Flex,Manutenção Bateria,M. iPhone 13 Pro,"790,00",1,1.0,OK,,,
2025-07-24,26268,Bateria de iPhone 13,Manutenção Bateria,M. iPhone 13,"790,00",2,2.0,OK,,,
2025-07-24,26953,Bateria de iPhone 13 - Sem Flex,Manutenção Bateria,M. iPhone 13,"790,00",3,3.0,OK,,,
2025-07-24,25373,Bateria de iPhone 12 Pro Max,Manutenção Bateria,M. iPhone 12 Pro Max,"790,00",3,3.0,OK,,,
2025-07-24,26951,Bateria de iPhone 12 Pro Max - Sem Flex,Manutenção Bateria,M. iPhone 12 Pro Max,"790,00",2,2.0,OK,,,
2025-07-24,26094,Bateria de iPhone 12 Mini,Manutenção Bateria,M. iPhone 12 Mini,"790,00",2,2.0,OK,,,
2025-07-24,26952,Bateria de iPhone 12 Mini - Sem Flex,Manutenção Bateria,M. iPhone 12 Mini,"790,00",2,2.0,OK,,,
2025-07-24,25368,Bateria de iPhone 12/12 Pro,Manutenção Bateria,M. iPhone 12,"790,00",2,2.0,OK,,,
2025-07-24,26950,Bateria de iPhone 12/12 Pro - Sem flex,Manutenção Bateria,M. iPhone 12,"790,00",2,2.0,OK,,,
2025-07-24,24579,Bateria de iPhone 11 Pro Max,Manutenção Bateria,M. iPhone 11 Pro Max,"790,00",2,2.0,OK,,,
2025-07-24,26949,Bateria de iPhone 11 Pro Max - Sem Flex,Manutenção Bateria,M. iPhone 11 Pro Max,"790,00",2,2.0,OK,,,
2025-07-24,24534,Bateria de iPhone 11 Pro,Manutenção Bateria,M. iPhone 11 Pro,"790,00",3,3.0,OK,,,
2025-07-24,26948,Bateria de iPhone 11 Pro - Sem Flex,Manutenção Bateria,M. iPhone 11 Pro,"790,00",1,1.0,OK,,,
2025-07-24,24387,Bateria de iPhone 11,Manutenção Bateria,M. iPhone 11,"790,00",4,4.0,OK,,,
2025-07-24,26947,Bateria de iPhone 11 - Sem Flex,Manutenção Bateria,M. iPhone 11,"790,00",1,1.0,OK,,,
2025-07-24,24714,Bateria de iPad Pro 9.7,Manutenção Bateria,iPad Pro 9.7p,"800,00",2,2.0,OK,,,
2025-07-24,25755,Bateria iPad Pro 12.9 (1° Ger) - A1584 / A1652,Manutenção Bateria,iPad Pro 12.9,"1.400,00",1,1.0,OK,,,
2025-07-24,26278,Bateria de iPad Mini 5,Manutenção Bateria,iPad Mini 5,"550,00",2,2.0,OK,,,
2025-07-24,21512,Bateria de iPad Mini 3,Manutenção Bateria,iPad Mini,"380,00",2,2.0,OK,,,
2025-07-24,21514,Bateria de iPad Mini,Manutenção Bateria,iPad Mini,"380,00",2,2.0,OK,1 unidade estufada -  10404470 ,,
2025-07-24,21557,Bateria de iPad Mini 2,Manutenção Bateria,iPad Mini,"380,00",2,2.0,OK,,,
2025-07-24,22597,Bateria de iPad Mini 4,Manutenção Bateria,iPad Mini,"450,00",2,2.0,OK,,,
2025-07-24,21691,Bateria de iPad Air 2,Manutenção Bateria,iPad Air 2,"380,00",2,2.0,OK,,,
2025-07-24,21513,Bateria de iPad Air 1 / iPad 5,Manutenção Bateria,iPad Air,"380,00",1,1.0,OK,,,
2025-07-24,26399,Bateria de iPad 8,Manutenção Bateria,iPad 8° Ger. 10.2,"700,00",1,1.0,OK,,,
2025-07-24,24900,Bateria de iPad 7,Manutenção Bateria,iPad 7° Ger. 10.2p,"600,00",1,1.0,OK,,,
2025-07-24,24204,Bateria de iPad 6,Manutenção Bateria,Ipad 6,"450,00",2,2.0,OK,,,
2025-07-24,21511,Bateria de iPad 3/4,Manutenção Bateria,iPad 3,"300,00",1,1.0,OK,,,
2025-07-24,21510,Bateria de iPad 2,Manutenção Bateria,iPad 2,"300,00",2,2.0,OK,,,
2025-07-24,24165,Flex conector de carga - iPad 6 Branco,Manutenção Conector,Ipad 6,"400,00",2,2.0,OK,,,
2025-07-24,22278,Flex do Home iPad 5,Manutenção Flex do Home,iPad 5,"0,00",1,1.0,OK,,,
2025-07-24,4660,Camera Frontal iPad 4,Manutenção Câmera,iPad 4,"200,00",2,2.0,OK,,,
2025-07-24,2617,Flex Power - iPad 3/4,Manutenção Vibra / Volume / Power,iPad 3,"200,00",3,3.0,OK,,,
2025-07-24,2867,Speaker - iPad 3,Manutenção Speaker,iPad 3,"0,00",1,1.0,OK,,,
2025-07-24,24160,Alto-falante (Caixa de som) para iPad 3,Manutenção Speaker,iPad 3,"200,00",1,1.0,OK,,,
2025-07-24,2811,Flex Home - iPad 3/4,Manutenção Flex do Home,iPad 3,"300,00",2,2.0,OK,,,
2025-07-24,24159,Flex conector de carga para iPad 3,Manutenção Conector,iPad 3,"200,00",1,1.0,OK,,,
2025-07-24,4700,Câmera Traseira - iPad 3/4,Manutenção Câmera,iPad 3,"0,00",4,4.0,OK,,,
2025-07-24,1109,Flex antena Wi-Fi - iPad 2,Manutenção Wi-Fi,iPad 2,"0,00",2,2.0,OK,04443199/modelo errado ,,
2025-07-24,889,Flex Power - iPad 2,Manutenção Vibra / Volume / Power,iPad 2,"180,00",3,3.0,OK,,,
2025-07-24,24158,Alto-falante (Caixa de som) para iPad 2,Manutenção Speaker,iPad 2,"180,00",2,2.0,OK,,,
2025-07-24,3147,Microfone da Camera Frontal iPad 2,Manutenção Microfone,iPad 2,"180,00",2,2.0,OK,,,
2025-07-24,888,Flex P2 (3G) - iPad 2,Manutenção Flex do Fone,iPad 2,"180,00",1,1.0,OK,,,
2025-07-24,24447,Flex do Conector de Carga para iPad 2,Manutenção Conector,iPad 2,"180,00",1,1.0,OK,,,
2025-07-24,1367,Câmera Traseira - iPad 2,Manutenção Câmera,iPad 2,"180,00",4,4.0,OK,,,
2025-07-24,1405,Camera Frontal - iPad 2,Manutenção Câmera,iPad 2,"180,00",3,3.0,OK,,,
